transport_type_cumulative_usage.values0,transport_type_cumulative_usage.values1,transport_type_cumulative_usage.values2,transport_type_cumulative_usage.values3,transport_type_cumulative_usage.values4
183,513,483,68,146
185,517,484,68,146
204,551,517,73,150
215,589,551,79,159
233,618,590,90,168
248,652,614,98,180
264,684,644,103,187
264,685,645,103,187
270,690,658,110,188
277,693,664,119,191
283,696,677,124,194
289,700,691,131,195
298,704,705,133,195
298,704,705,133,195
298,707,709,133,196
299,713,711,135,197
299,717,714,135,198
299,721,716,136,198
300,727,726,136,200
300,727,726,136,200
300,727,726,136,200
300,727,726,136,200
300,727,726,136,200
300,727,726,136,200
300,727,726,136,200
300,727,726,136,200
300,727,726,136,200
300,727,726,136,200
300,727,726,136,200
300,727,726,136,200
300,727,726,136,200
300,727,726,136,200
300,727,726,136,200
300,727,726,136,200
300,727,726,136,200
300,727,726,136,200
300,727,726,136,200
300,727,726,136,200
300,727,726,136,200
300,727,726,136,200
300,727,726,136,200
300,727,726,136,200
300,727,726,136,200
300,727,726,136,200
300,727,726,136,200
300,727,726,136,200
300,727,726,136,200
300,727,726,136,200
300,727,726,136,200
300,727,726,136,200
300,727,726,136,200
300,727,726,136,200
300,727,726,136,200
300,727,726,136,200
300,727,726,136,200
0,1,0,0,0
0,6,4,2,0
0,16,8,3,0
0,26,11,5,0
0,32,15,6,0
0,39,16,8,0
0,41,17,8,0
3,51,27,8,8
5,62,36,8,8
6,71,52,8,12
6,84,63,8,15
8,90,77,8,20
8,90,77,8,20
8,90,77,8,20
8,90,77,8,20
8,90,77,8,20
8,90,77,8,20
8,90,77,8,20
9,91,77,8,20
11,110,96,9,25
11,127,102,9,28
11,137,113,10,32
12,150,125,10,40
13,161,139,10,42
13,161,139,10,42
13,161,139,10,42
13,161,139,10,42
13,161,139,10,42
13,161,139,10,42
13,161,139,10,42
13,161,139,10,42
14,164,141,11,46
15,167,147,11,46
16,169,152,12,47
16,170,154,15,48
18,174,156,17,50
18,175,159,17,51
19,178,166,19,52
19,189,174,23,56
20,193,180,28,57
22,199,190,35,59
23,201,198,37,60
23,201,198,37,60
23,201,198,37,60
23,201,198,37,60
23,201,198,37,60
23,201,198,37,60
23,201,198,37,60
23,203,198,38,60
23,212,201,38,60
23,215,204,38,60
23,223,205,39,60
23,233,206,39,60
23,240,212,39,60
23,240,214,39,60
23,248,225,39,63
24,250,235,39,64
25,256,240,40,66
26,264,249,43,68
26,268,255,43,71
28,271,256,43,75
39,289,269,43,78
46,301,283,43,87
54,326,294,52,92
64,354,311,54,97
79,378,324,54,101
79,378,324,54,101
79,378,324,54,101
79,378,324,54,101
79,378,324,54,101
79,378,324,54,101
79,378,324,54,101
79,378,324,54,101
80,379,330,54,103
81,379,340,54,104
83,379,346,54,106
84,381,354,54,107
84,382,359,54,108
84,382,359,54,108
84,382,359,54,108
84,382,359,54,108
84,382,359,54,108
84,382,359,54,108
84,382,359,54,108
87,384,361,54,109
106,426,397,56,119
120,450,422,59,132
139,474,446,61,135
156,497,461,66,147
175,517,483,68,153
177,521,484,68,153
193,555,517,77,156
202,593,551,87,163
221,622,590,99,169
241,656,614,107,179
254,688,644,114,189
254,689,645,114,189
262,694,658,120,189
270,697,664,130,189
276,700,677,138,191
284,705,691,143,192
290,709,705,149,192
290,709,705,149,192
290,712,709,150,193
291,718,711,152,193
291,722,714,152,194
291,726,716,153,194
292,732,726,153,195
292,732,726,153,195
292,732,726,153,195
292,732,726,153,195
292,732,726,153,195
292,732,726,153,195
292,732,726,153,195
292,732,726,153,195
292,732,726,153,195
292,732,726,153,195
292,732,726,153,195
292,732,726,153,195
292,732,726,153,195
292,732,726,153,195
292,732,726,153,195
292,732,726,153,195
292,732,726,153,195
292,732,726,153,195
292,732,726,153,195
292,732,726,153,195
292,732,726,153,195
292,732,726,153,195
292,732,726,153,195
292,732,726,153,195
292,732,726,153,195
292,732,726,153,195
292,732,726,153,195
292,732,726,153,195
292,732,726,153,195
292,732,726,153,195
292,732,726,153,195
292,732,726,153,195
292,732,726,153,195
292,732,726,153,195
292,732,726,153,195
292,732,726,153,195
292,732,726,153,195
0,1,0,0,0
0,6,4,2,0
0,16,8,3,0
0,26,11,5,0
0,32,15,6,0
0,39,16,8,0
0,41,17,8,0
3,51,27,8,8
5,62,36,8,8
6,71,52,8,12
6,84,63,8,15
8,90,77,8,20
8,90,77,8,20
8,90,77,8,20
8,90,77,8,20
8,90,77,8,20
8,90,77,8,20
8,90,77,8,20
9,91,77,8,20
11,110,96,8,25
11,127,102,8,29
11,137,113,9,33
12,150,125,9,40
13,161,139,9,41
13,161,139,9,41
13,161,139,9,41
13,161,139,9,41
13,161,139,9,41
13,161,139,9,41
13,161,139,9,41
13,161,139,9,41
14,164,141,10,45
14,167,147,11,45
15,169,152,12,46
15,170,154,15,47
17,174,156,17,49
17,175,159,17,50
18,178,166,18,51
21,188,174,20,54
24,192,180,23,55
29,199,189,27,57
30,202,197,29,58
30,202,197,29,58
30,202,197,29,58
30,202,197,29,58
30,202,197,29,58
30,202,197,29,58
30,202,197,29,58
30,204,197,30,58
30,213,200,30,58
30,216,203,30,58
30,224,204,31,58
30,234,205,31,58
30,241,211,31,58
30,241,213,31,58
30,249,224,32,62
32,251,233,32,65
33,257,238,33,67
34,266,247,36,68
34,270,253,37,70
36,273,254,37,74
47,291,267,37,77
54,303,281,37,86
61,328,292,44,95
71,356,309,47,99
86,380,322,48,102
86,380,322,48,102
86,380,322,48,102
86,380,322,48,102
86,380,322,48,102
86,380,322,48,102
86,380,322,48,102
86,380,322,48,102
87,381,328,48,104
88,381,338,48,105
90,381,344,48,107
91,383,352,48,108
91,384,357,48,109
91,384,357,48,109
91,384,357,48,109
91,384,357,48,109
91,384,357,48,109
91,384,357,48,109
91,384,357,48,109
94,386,359,48,110
113,428,394,51,120
127,452,419,57,133
147,476,443,61,135
163,499,458,65,147
182,519,480,68,151
184,523,481,68,151
200,557,514,79,154
208,596,547,90,161
226,625,586,102,169
241,659,610,109,180
257,691,640,117,185
257,692,641,117,185
263,698,653,123,187
272,701,659,131,187
275,704,672,141,190
280,709,686,149,191
285,713,700,153,191
285,713,700,153,191
285,716,704,154,191
286,722,706,156,191
286,726,709,156,192
286,730,711,157,192
287,736,721,157,194
287,736,721,157,194
287,736,721,157,194
287,736,721,157,194
287,736,721,157,194
287,736,721,157,194
287,736,721,157,194
287,736,721,157,194
287,736,721,157,194
287,736,721,157,194
287,736,721,157,194
287,736,721,157,194
287,736,721,157,194
287,736,721,157,194
287,736,721,157,194
287,736,721,157,194
287,736,721,157,194
287,736,721,157,194
287,736,721,157,194
287,736,721,157,194
287,736,721,157,194
287,736,721,157,194
287,736,721,157,194
287,736,721,157,194
287,736,721,157,194
287,736,721,157,194
287,736,721,157,194
287,736,721,157,194
287,736,721,157,194
287,736,721,157,194
287,736,721,157,194
287,736,721,157,194
287,736,721,157,194
287,736,721,157,194
287,736,721,157,194
287,736,721,157,194
287,736,721,157,194
0,1,0,0,0
0,6,4,2,0
0,16,8,3,0
0,26,11,5,0
0,32,15,6,0
0,39,16,8,0
0,41,17,8,0
3,51,27,8,8
5,62,36,8,8
6,71,52,8,12
6,84,63,8,15
8,90,77,8,19
8,90,77,8,19
8,90,77,8,19
8,90,77,8,19
8,90,77,8,19
8,90,77,8,19
8,90,77,8,19
9,91,77,8,19
11,110,96,9,24
11,127,102,9,27
11,137,113,10,31
12,150,125,10,39
13,161,139,10,40
13,161,139,10,40
13,161,139,10,40
13,161,139,10,40
13,161,139,10,40
13,161,139,10,40
13,161,139,10,40
13,161,139,10,40
15,164,141,11,44
15,167,147,12,44
16,169,152,13,45
17,170,154,16,46
20,174,156,18,48
21,175,159,18,48
22,178,166,20,49
25,188,175,22,51
27,192,181,26,52
31,197,192,30,54
32,200,200,32,55
32,200,200,32,55
32,200,200,32,55
32,200,200,32,55
32,200,200,32,55
32,200,200,32,55
32,200,200,32,55
32,202,200,33,55
32,211,203,33,55
32,214,206,33,55
32,222,207,34,55
32,232,208,34,55
32,239,214,34,55
32,239,216,34,55
32,246,228,35,59
33,248,238,36,61
34,254,243,37,63
35,263,252,39,64
35,266,259,39,67
37,269,260,39,71
48,287,273,39,74
55,299,287,39,83
63,324,298,45,91
73,352,315,47,96
88,376,328,47,100
88,376,328,47,100
88,376,328,47,100
88,376,328,47,100
88,376,328,47,100
88,376,328,47,100
88,376,328,47,100
88,376,328,47,100
89,377,334,47,102
90,377,344,47,103
92,377,350,47,105
93,379,358,47,106
93,380,363,47,107
93,380,363,47,107
93,380,363,47,107
93,380,363,47,107
93,380,363,47,107
93,380,363,47,107
93,380,363,47,107
96,382,365,47,108
115,423,402,49,117
130,447,427,53,132
149,471,451,57,134
166,494,466,64,145
185,514,488,68,149
187,518,489,68,149
206,552,522,75,151
216,590,556,83,158
235,619,595,94,166
252,652,620,101,179
267,683,651,109,187
267,684,652,109,187
271,689,665,118,188
280,692,671,124,190
291,695,684,126,193
294,699,699,135,195
299,703,713,140,195
299,703,713,140,195
299,706,717,141,195
300,712,719,143,195
300,716,722,144,196
300,720,724,145,196
301,726,734,145,198
301,726,734,145,198
301,726,734,145,198
301,726,734,145,198
301,726,734,145,198
301,726,734,145,198
301,726,734,145,198
301,726,734,145,198
301,726,734,145,198
301,726,734,145,198
301,726,734,145,198
301,726,734,145,198
301,726,734,145,198
301,726,734,145,198
301,726,734,145,198
301,726,734,145,198
301,726,734,145,198
301,726,734,145,198
301,726,734,145,198
301,726,734,145,198
301,726,734,145,198
301,726,734,145,198
301,726,734,145,198
301,726,734,145,198
301,726,734,145,198
301,726,734,145,198
301,726,734,145,198
301,726,734,145,198
301,726,734,145,198
301,726,734,145,198
301,726,734,145,198
301,726,734,145,198
301,726,734,145,198
301,726,734,145,198
301,726,734,145,198
301,726,734,145,198
301,726,734,145,198
0,1,0,0,0
0,6,4,2,0
0,16,8,3,0
0,26,11,5,0
0,32,15,6,0
0,39,16,8,0
0,41,17,8,0
3,51,27,8,7
5,62,36,8,7
6,71,52,8,11
6,84,63,8,14
8,90,77,8,18
8,90,77,8,18
8,90,77,8,18
8,90,77,8,18
8,90,77,8,18
8,90,77,8,18
8,90,77,8,18
9,91,77,8,18
11,110,96,8,23
11,127,102,8,26
11,137,113,9,30
12,150,125,9,38
13,161,139,9,38
13,161,139,9,38
13,161,139,9,38
13,161,139,9,38
13,161,139,9,38
13,161,139,9,38
13,161,139,9,38
13,161,139,9,38
14,164,141,11,42
15,167,147,11,42
16,169,152,12,43
16,170,154,15,44
18,174,156,17,46
18,175,159,17,47
19,178,166,19,48
21,187,175,21,53
23,191,181,24,54
25,196,193,30,56
26,199,201,31,57
26,199,201,31,57
26,199,201,31,57
26,199,201,31,57
26,199,201,31,57
26,199,201,31,57
26,199,201,31,57
26,201,201,32,57
26,210,204,32,57
26,213,207,32,57
26,221,208,33,57
26,231,209,33,57
26,238,215,33,57
26,238,217,33,57
26,245,229,34,61
27,246,240,34,63
28,252,245,34,65
29,261,254,37,68
29,264,261,37,71
31,267,262,37,75
42,285,275,37,78
49,297,289,38,86
58,322,300,44,94
68,350,317,46,99
83,374,330,47,102
83,374,330,47,102
83,374,330,47,102
83,374,330,47,102
83,374,330,47,102
83,374,330,47,102
83,374,330,47,102
83,374,330,47,102
84,375,336,47,104
85,375,346,47,105
87,375,352,47,107
88,377,360,47,108
88,378,365,47,109
88,378,365,47,109
88,378,365,47,109
88,378,365,47,109
88,378,365,47,109
88,378,365,47,109
88,378,365,47,109
91,380,367,47,110
110,420,404,50,120
123,444,429,56,133
142,468,454,58,135
159,491,469,65,147
178,511,491,68,152
180,515,492,68,152
199,549,525,74,156
211,587,559,82,162
231,616,598,91,170
246,649,623,97,183
262,680,654,103,190
262,681,655,103,190
266,686,669,111,192
274,689,675,119,193
280,692,688,125,195
287,696,703,129,197
292,700,717,135,197
292,700,717,135,197
292,703,721,137,197
293,709,723,138,198
293,713,726,138,199
293,717,728,139,199
294,723,738,139,201
294,723,738,139,201
294,723,738,139,201
294,723,738,139,201
294,723,738,139,201
294,723,738,139,201
294,723,738,139,201
294,723,738,139,201
294,723,738,139,201
294,723,738,139,201
294,723,738,139,201
294,723,738,139,201
294,723,738,139,201
294,723,738,139,201
294,723,738,139,201
294,723,738,139,201
294,723,738,139,201
294,723,738,139,201
294,723,738,139,201
294,723,738,139,201
294,723,738,139,201
294,723,738,139,201
294,723,738,139,201
294,723,738,139,201
294,723,738,139,201
294,723,738,139,201
294,723,738,139,201
294,723,738,139,201
294,723,738,139,201
294,723,738,139,201
294,723,738,139,201
294,723,738,139,201
294,723,738,139,201
294,723,738,139,201
294,723,738,139,201
294,723,738,139,201
294,723,738,139,201
0,1,0,0,0
0,6,4,2,0
0,16,8,3,0
0,26,11,5,0
0,32,15,6,0
0,39,16,8,0
0,41,17,8,0
3,51,27,8,8
5,62,36,8,9
6,71,52,8,13
7,84,63,8,15
9,90,77,8,19
9,90,77,8,19
9,90,77,8,19
9,90,77,8,19
9,90,77,8,19
9,90,77,8,19
9,90,77,8,19
10,91,77,8,19
12,110,96,9,24
12,127,102,9,27
12,137,113,10,31
13,150,125,10,39
14,161,139,10,40
14,161,139,10,40
14,161,139,10,40
14,161,139,10,40
14,161,139,10,40
14,161,139,10,40
14,161,139,10,40
14,161,139,10,40
16,164,141,11,44
16,167,147,12,44
17,169,152,13,45
18,170,154,15,46
18,174,156,19,48
18,175,159,20,48
19,178,166,21,49
20,187,175,25,51
21,191,181,29,52
24,196,193,35,53
26,199,201,35,54
26,199,201,35,54
26,199,201,35,54
26,199,201,35,54
26,199,201,35,54
26,199,201,35,54
26,199,201,35,54
26,201,201,36,54
26,210,204,36,54
26,213,207,36,54
26,221,208,37,54
26,231,209,37,54
26,238,215,37,54
26,238,217,37,54
26,245,229,38,58
27,246,240,38,59
28,252,245,40,60
29,261,254,43,61
29,264,261,43,63
31,267,262,43,67
42,285,275,43,70
49,297,289,43,79
57,322,300,48,88
67,350,317,50,93
82,374,330,51,96
82,374,330,51,96
82,374,330,51,96
82,374,330,51,96
82,374,330,51,96
82,374,330,51,96
82,374,330,51,96
82,374,330,51,96
83,375,336,51,98
84,375,346,51,99
86,375,352,51,101
87,377,360,51,102
87,378,365,51,103
87,378,365,51,103
87,378,365,51,103
87,378,365,51,103
87,378,365,51,103
87,378,365,51,103
87,378,365,51,103
90,380,367,51,104
109,420,404,53,113
123,444,429,57,126
143,468,454,59,129
159,491,470,61,143
178,511,492,64,148
180,515,493,64,148
198,549,526,72,152
211,587,560,76,161
231,616,599,86,170
246,649,625,94,182
261,680,656,98,192
261,681,657,98,192
268,686,671,105,192
277,689,677,111,194
286,692,690,115,196
291,696,705,123,197
295,700,719,129,198
295,700,719,129,198
295,703,723,130,199
296,709,725,132,199
296,713,728,132,200
296,717,730,133,200
297,723,740,133,201
297,723,740,133,201
297,723,740,133,201
297,723,740,133,201
297,723,740,133,201
297,723,740,133,201
297,723,740,133,201
297,723,740,133,201
297,723,740,133,201
297,723,740,133,201
297,723,740,133,201
297,723,740,133,201
297,723,740,133,201
297,723,740,133,201
297,723,740,133,201
297,723,740,133,201
297,723,740,133,201
297,723,740,133,201
297,723,740,133,201
297,723,740,133,201
297,723,740,133,201
297,723,740,133,201
297,723,740,133,201
297,723,740,133,201
297,723,740,133,201
297,723,740,133,201
297,723,740,133,201
297,723,740,133,201
297,723,740,133,201
297,723,740,133,201
297,723,740,133,201
297,723,740,133,201
297,723,740,133,201
297,723,740,133,201
297,723,740,133,201
297,723,740,133,201
297,723,740,133,201
0,1,0,0,0
0,6,4,2,0
0,16,8,3,0
0,26,11,5,0
0,32,15,6,0
0,39,16,8,0
0,41,17,8,0
3,51,27,8,8
5,62,36,8,8
6,71,52,8,12
6,84,63,8,15
8,90,77,8,20
8,90,77,8,20
8,90,77,8,20
8,90,77,8,20
8,90,77,8,20
8,90,77,8,20
8,90,77,8,20
9,91,77,8,20
11,110,96,8,25
11,127,102,8,29
11,137,113,9,33
12,150,125,9,40
13,161,139,9,42
13,161,139,9,42
13,161,139,9,42
13,161,139,9,42
13,161,139,9,42
13,161,139,9,42
13,161,139,9,42
13,161,139,9,42
14,164,141,10,46
14,167,147,11,46
15,169,152,12,47
16,170,154,14,48
17,174,156,16,50
17,175,159,17,50
19,178,166,18,51
20,189,175,22,52
21,193,181,26,53
25,198,193,29,56
25,201,201,32,57
25,201,201,32,57
25,201,201,32,57
25,201,201,32,57
25,201,201,32,57
25,201,201,32,57
25,201,201,32,57
25,203,201,33,57
25,212,204,33,57
25,215,207,33,57
25,223,208,34,57
25,233,209,34,57
25,240,215,34,57
25,240,217,34,57
25,248,228,35,60
25,250,239,35,63
27,256,244,35,64
28,265,253,38,66
28,268,260,38,68
30,271,261,38,72
41,289,274,38,75
48,301,288,38,84
57,326,299,46,90
67,354,316,48,95
82,378,329,49,98
82,378,329,49,98
82,378,329,49,98
82,378,329,49,98
82,378,329,49,98
82,378,329,49,98
82,378,329,49,98
82,378,329,49,98
83,379,335,49,100
84,379,345,49,101
86,379,351,49,103
87,381,359,49,104
87,382,364,49,105
87,382,364,49,105
87,382,364,49,105
87,382,364,49,105
87,382,364,49,105
87,382,364,49,105
87,382,364,49,105
90,384,366,49,106
109,426,402,51,115
123,450,427,54,129
143,474,452,56,131
159,497,468,61,143
178,517,490,62,150
180,521,491,62,150
197,555,524,70,153
210,593,558,79,160
230,622,597,88,168
248,655,623,99,177
264,687,653,107,183
264,688,654,107,183
267,693,668,117,184
277,696,674,123,185
283,699,687,129,188
290,703,702,134,189
293,707,716,141,189
293,707,716,141,189
293,710,720,141,190
294,716,722,144,190
294,720,725,144,191
294,724,727,145,191
295,730,737,145,192
295,730,737,145,192
295,730,737,145,192
295,730,737,145,192
295,730,737,145,192
295,730,737,145,192
295,730,737,145,192
295,730,737,145,192
295,730,737,145,192
295,730,737,145,192
295,730,737,145,192
295,730,737,145,192
295,730,737,145,192
295,730,737,145,192
295,730,737,145,192
295,730,737,145,192
295,730,737,145,192
295,730,737,145,192
295,730,737,145,192
295,730,737,145,192
295,730,737,145,192
295,730,737,145,192
295,730,737,145,192
295,730,737,145,192
295,730,737,145,192
295,730,737,145,192
295,730,737,145,192
295,730,737,145,192
295,730,737,145,192
295,730,737,145,192
295,730,737,145,192
295,730,737,145,192
295,730,737,145,192
295,730,737,145,192
295,730,737,145,192
295,730,737,145,192
295,730,737,145,192
0,1,0,0,0
0,6,4,2,0
0,16,8,3,0
0,26,11,5,0
0,32,15,6,0
0,39,16,8,0
0,41,17,8,0
3,51,27,8,8
5,62,36,8,8
6,71,52,8,12
6,84,63,8,15
8,90,77,8,20
8,90,77,8,20
8,90,77,8,20
8,90,77,8,20
8,90,77,8,20
8,90,77,8,20
8,90,77,8,20
9,91,77,8,20
11,110,96,9,25
11,127,102,9,28
11,137,113,10,32
12,150,125,10,40
13,161,139,10,41
13,161,139,10,41
13,161,139,10,41
13,161,139,10,41
13,161,139,10,41
13,161,139,10,41
13,161,139,10,41
13,161,139,10,41
15,164,141,11,45
15,167,147,11,46
16,169,152,12,47
17,170,154,14,48
18,174,156,16,50
18,175,159,17,50
18,178,166,20,51
20,187,175,23,55
21,191,181,27,56
24,197,192,32,58
25,200,200,34,59
25,200,200,34,59
25,200,200,34,59
25,200,200,34,59
25,200,200,34,59
25,200,200,34,59
25,200,200,34,59
25,202,200,35,59
25,211,203,35,59
25,214,206,35,59
25,222,207,36,59
25,232,208,36,59
25,239,214,36,59
25,239,216,36,59
25,246,228,37,62
26,247,239,37,65
26,253,244,38,67
27,262,253,41,69
27,266,259,41,71
29,269,260,41,75
40,287,273,41,78
47,299,287,41,87
55,324,298,48,94
65,352,315,51,98
80,376,328,52,101
80,376,328,52,101
80,376,328,52,101
80,376,328,52,101
80,376,328,52,101
80,376,328,52,101
80,376,328,52,101
80,376,328,52,101
81,377,334,52,103
82,377,344,52,104
84,377,350,52,106
85,379,358,52,107
85,380,363,52,108
85,380,363,52,108
85,380,363,52,108
85,380,363,52,108
85,380,363,52,108
85,380,363,52,108
85,380,363,52,108
88,382,365,52,109
107,422,402,55,119
121,446,427,60,133
140,470,452,63,135
157,493,467,69,144
176,513,489,72,148
178,517,490,72,148
192,551,523,83,151
202,589,557,92,157
221,618,596,103,166
235,652,620,116,174
252,683,651,121,182
252,684,652,121,182
257,689,666,128,184
268,692,672,135,184
274,695,685,143,186
282,700,699,147,188
287,704,713,150,188
287,704,713,150,188
287,707,717,151,188
288,713,719,153,188
288,717,722,153,189
288,721,724,154,189
289,727,734,154,191
289,727,734,154,191
289,727,734,154,191
289,727,734,154,191
289,727,734,154,191
289,727,734,154,191
289,727,734,154,191
289,727,734,154,191
289,727,734,154,191
289,727,734,154,191
289,727,734,154,191
289,727,734,154,191
289,727,734,154,191
289,727,734,154,191
289,727,734,154,191
289,727,734,154,191
289,727,734,154,191
289,727,734,154,191
289,727,734,154,191
289,727,734,154,191
289,727,734,154,191
289,727,734,154,191
289,727,734,154,191
289,727,734,154,191
289,727,734,154,191
289,727,734,154,191
289,727,734,154,191
289,727,734,154,191
289,727,734,154,191
289,727,734,154,191
289,727,734,154,191
289,727,734,154,191
289,727,734,154,191
289,727,734,154,191
289,727,734,154,191
289,727,734,154,191
289,727,734,154,191
0,1,0,0,0
0,6,4,2,0
0,16,8,3,0
0,26,11,5,0
0,32,15,6,0
0,39,16,8,0
0,41,17,8,0
3,51,27,8,8
5,62,36,8,8
6,71,52,8,12
6,84,63,8,15
8,90,77,8,19
8,90,77,8,19
8,90,77,8,19
8,90,77,8,19
8,90,77,8,19
8,90,77,8,19
8,90,77,8,19
9,91,77,8,19
11,110,96,8,24
11,127,102,8,27
11,137,113,9,31
12,150,125,9,39
13,161,139,9,40
13,161,139,9,40
13,161,139,9,40
13,161,139,9,40
13,161,139,9,40
13,161,139,9,40
13,161,139,9,40
13,161,139,9,40
14,164,141,11,44
14,167,147,11,45
16,169,152,12,46
16,170,154,15,47
19,174,156,16,49
19,175,159,17,49
20,178,166,19,50
21,189,174,21,55
24,193,180,24,56
27,200,190,29,58
27,203,198,31,59
27,203,198,31,59
27,203,198,31,59
27,203,198,31,59
27,203,198,31,59
27,203,198,31,59
27,203,198,31,59
27,205,198,32,59
27,214,201,32,59
27,217,204,32,59
27,225,205,33,59
27,235,206,33,59
27,242,212,33,59
27,242,214,33,59
27,250,225,34,63
28,253,235,35,64
29,259,240,35,66
30,268,249,38,68
30,272,255,38,70
32,275,256,38,74
43,293,269,38,77
50,305,283,38,86
59,330,294,44,93
69,358,311,46,98
84,382,324,47,101
84,382,324,47,101
84,382,324,47,101
84,382,324,47,101
84,382,324,47,101
84,382,324,47,101
84,382,324,47,101
84,382,324,47,101
85,383,330,47,103
86,383,340,47,104
88,383,346,47,106
89,385,354,47,107
89,386,359,47,108
89,386,359,47,108
89,386,359,47,108
89,386,359,47,108
89,386,359,47,108
89,386,359,47,108
89,386,359,47,108
92,388,361,47,109
111,431,396,48,119
125,455,421,52,131
145,479,446,57,133
161,502,461,63,144
180,522,483,66,149
182,526,484,66,149
199,560,517,73,154
210,599,550,81,160
227,628,589,90,171
241,662,613,99,185
258,694,643,106,190
258,695,644,106,190
267,701,657,109,192
277,704,663,116,193
284,707,676,122,196
292,712,690,125,197
296,716,704,131,197
296,716,704,131,197
296,719,708,132,198
297,725,710,134,199
297,729,713,134,200
297,733,715,135,200
298,739,725,135,202
298,739,725,135,202
298,739,725,135,202
298,739,725,135,202
298,739,725,135,202
298,739,725,135,202
298,739,725,135,202
298,739,725,135,202
298,739,725,135,202
298,739,725,135,202
298,739,725,135,202
298,739,725,135,202
298,739,725,135,202
298,739,725,135,202
298,739,725,135,202
298,739,725,135,202
298,739,725,135,202
298,739,725,135,202
298,739,725,135,202
298,739,725,135,202
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,1,0,0,0
0,4,0,1,0
1,9,2,2,0
1,21,5,4,0
1,22,8,5,0
1,27,9,5,0
1,29,11,5,0
2,54,30,6,2
4,67,41,6,2
5,83,62,6,2
6,95,73,7,2
10,105,87,7,3
10,105,87,7,3
10,105,87,7,3
10,105,87,7,3
10,105,87,7,3
10,105,87,7,3
10,105,87,7,3
10,107,88,7,3
10,121,111,9,3
12,131,121,12,3
13,143,135,18,3
14,155,145,23,3
18,174,153,27,6
18,174,153,27,6
18,174,153,27,6
18,174,153,27,6
18,174,153,27,6
18,174,153,27,6
18,174,153,27,6
18,176,153,27,6
19,178,154,30,6
19,182,157,32,7
19,185,161,36,7
19,188,169,40,8
19,190,174,42,8
19,191,174,42,8
20,197,186,45,8
24,200,197,49,8
27,208,208,53,8
28,212,214,55,8
28,216,224,62,8
28,216,224,62,8
28,216,224,62,8
28,216,224,62,8
28,216,224,62,8
28,216,224,62,8
28,216,224,62,8
28,218,224,62,8
28,222,226,64,8
28,229,229,66,8
28,235,231,66,8
28,245,232,66,8
28,248,232,66,8
28,249,233,66,9
29,256,245,67,9
29,263,252,68,9
29,273,262,70,9
30,278,267,70,9
32,281,276,73,9
32,284,277,73,9
38,302,292,75,10
45,318,307,76,10
49,345,322,77,10
59,371,337,84,10
67,399,358,85,10
67,399,358,85,10
67,399,358,85,10
67,399,358,85,10
67,399,358,85,10
67,399,358,85,10
67,399,358,85,10
67,400,358,85,10
67,401,366,85,10
68,403,374,85,10
70,405,385,85,10
72,408,389,85,10
72,411,396,85,10
72,411,396,85,10
72,411,396,85,10
72,411,396,85,10
72,411,396,85,10
72,411,396,85,10
72,411,396,85,10
75,412,399,85,10
91,431,421,94,10
113,461,456,98,10
126,489,483,102,11
146,529,503,106,12
156,560,534,117,13
157,561,542,118,13
175,591,582,127,13
189,625,617,130,13
208,664,655,136,13
220,705,689,145,13
233,748,713,154,14
233,748,713,154,14
236,755,721,159,14
239,757,735,164,14
249,761,751,172,14
259,763,766,180,14
266,769,779,184,15
266,770,779,184,15
266,782,781,184,15
266,793,782,184,15
267,801,788,185,15
267,807,793,185,15
267,815,797,185,15
267,815,797,185,15
267,815,797,185,15
267,815,797,185,15
267,815,797,185,15
267,815,797,185,15
267,815,797,185,15
267,815,797,185,15
267,815,797,185,15
267,815,797,185,15
267,815,797,185,15
267,815,797,185,15
267,815,797,185,15
267,815,797,185,15
267,815,797,185,15
267,815,797,185,15
267,815,797,185,15
267,815,797,185,15
267,815,797,185,15
267,815,797,185,15
267,815,797,185,15
267,815,797,185,15
267,815,797,185,15
267,815,797,185,15
267,815,797,185,15
267,815,797,185,15
267,815,797,185,15
267,815,797,185,15
267,815,797,185,15
267,815,797,185,15
267,815,797,185,15
267,815,797,185,15
267,815,797,185,15
267,815,797,185,15
267,815,797,185,15
267,815,797,185,15
267,815,797,185,15
0,1,0,0,0
0,4,0,1,0
0,9,2,2,0
0,21,5,4,0
0,22,8,5,0
0,27,9,5,0
0,29,11,5,0
2,48,36,6,1
4,59,49,6,1
5,75,70,6,1
6,86,82,7,1
9,95,97,9,1
9,95,97,9,1
9,95,97,9,1
9,95,97,9,1
9,95,97,9,1
9,95,97,9,1
9,95,97,9,1
10,97,97,9,1
10,110,121,11,1
12,117,134,14,1
