id;the_geom;TYPE;Usage;Scale;Category
Buildings.715;MULTIPOLYGON (((765723.6082461921 2959984.9477415453, 765721.7768850179 2959978.3549069795, 765720.8070706876 2959974.8631160613, 765721.2299701134 2959973.2443528897, 765721.0826606888 2959972.7138421414, 765719.6935558635 2959967.7122117286, 765718.3142935182 2959965.8874122254, 765717.2998598526 2959962.234532389, 765717.2450699363 2959962.0370262205, 765716.6161341956 2959959.7722669714, 765705.2362356947 2959962.9326937273, 765680.6664029366 2959969.7564989747, 765683.1700068566 2959978.7709166408, 765669.7225271923 2959982.505489224, 765670.0279727745 2959983.6052245614, 765674.2415470205 2959998.7767821383, 765674.2579511841 2959998.8358371346, 765688.2421751926 2959994.95198664, 765688.7254419476 2959996.6927968017, 765724.1384288511 2959986.857186552, 765723.6082461921 2959984.9477415453)));BLDG;R;S;R
Buildings.716;MULTIPOLYGON (((765660.9623741073 2959989.8450414697, 765658.0014220197 2959979.984824972, 765672.1637952786 2959975.7318807174, 765671.686762109 2959974.1429731394, 765669.8498235197 2959968.0258593843, 765670.6450975226 2959966.7968592183, 765671.9219978618 2959964.8237660457, 765669.7592725303 2959957.622336894, 765669.4183939409 2959956.4878247334, 765664.7983244372 2959953.944850805, 765627.7157214432 2959965.0803272245, 765637.5086808652 2959997.6921386393, 765636.644509362 2959997.951652552, 765637.6648485227 2960001.3486273857, 765662.2038414477 2959993.9795476487, 765660.9623741073 2959989.8450414697)));BLDG;R;M;R
Buildings.717;MULTIPOLYGON (((768876.4083710335 2959994.036634144, 768874.5599495323 2959983.17018605, 768874.3729420297 2959981.9411858884, 768873.4628388581 2959975.956289723, 768872.9395459439 2959972.516664056, 768870.8739332716 2959958.935326396, 768867.932338105 2959939.5954700536, 768867.9067476088 2959939.426835223, 768867.7600943603 2959938.4678476383, 768867.659372778 2959937.7995418934, 768867.5917876073 2959937.355973229, 768867.2620638611 2959935.188654718, 768866.3972362 2959929.502314383, 768864.6423184419 2959917.9649358992, 768863.3598406902 2959909.530897644, 768862.5383200215 2959909.6558973864, 768862.1482289449 2959907.0915980604, 768850.8083566143 2959908.816660221, 768814.1269995262 2959914.3957173065, 768817.4114417734 2959935.9904903914, 768817.7772546879 2959938.3956693094, 768819.24411528 2959948.040335057, 768812.8317265225 2959949.0157268094, 768812.2638142713 2959949.102012726, 768811.9485261893 2959949.1499128863, 768811.0367826065 2959949.2886921475, 768804.6375171986 2959950.262115389, 768796.9728343638 2959951.427795468, 768789.4469307801 2959952.572478223, 768781.4653194395 2959953.7863865644, 768778.0043683668 2959954.3129603057, 768775.3678906864 2959954.713878133, 768775.953847527 2959958.565576473, 768776.0676924436 2959959.3152468903, 768776.7031898662 2959963.4924038975, 768777.4617185307 2959968.4795986386, 768778.2353390324 2959973.566202634, 768779.0060067769 2959978.6341058905, 768779.7937348646 2959983.813229394, 768780.5952424423 2959989.0815915572, 768781.6933373524 2959996.30204956, 768782.2792941943 2959996.212810891, 768818.3901143537 2959990.7203678014, 768825.0826862762 2959980.709561064, 768821.7513281128 2959958.8070457946, 768840.1121837792 2959956.0144004794, 768842.8618501879 2959974.092776385, 768844.8615181167 2959987.2397317244, 768845.697146356 2959992.7354556494, 768845.9186026157 2959992.7016630624, 768846.4966854448 2959992.613736728, 768856.015367197 2959991.166233065, 768856.3496841058 2959991.1153801344, 768856.4159569463 2959991.553371384, 768856.966808856 2959995.1763956365, 768857.2374776151 2959996.952638807, 768873.8325887765 2959994.428365641, 768876.4083710335 2959994.036634144)));BLDG;R;M;R
Buildings.718;MULTIPOLYGON (((766294.2888633602 2959999.668184564, 766294.8433241837 2959998.8345248094, 766304.2908118533 2959996.167207311, 766305.1717156031 2959995.9185201367, 766304.0306417799 2959991.876533476, 766303.2130581159 2959992.1075041387, 766286.4886821057 2959932.869761721, 766286.125165775 2959931.582034643, 766266.5625408578 2959937.1049894695, 766267.5458066019 2959940.587265965, 766268.8348460201 2959945.1535298014, 766267.784323185 2959945.4501171405, 766267.3686416137 2959943.978335304, 766264.5093953612 2959944.7854203144, 766263.2685841912 2959945.1358133084, 766279.4877118634 2960002.583204967, 766285.3252986072 2960004.2334641307, 766292.6241685307 2960002.1727727167, 766294.2888633602 2959999.668184564)));BLDG;R;M;R
Buildings.719;MULTIPOLYGON (((766929.6803091009 2960006.2341163117, 766930.6753858618 2960004.9086596346, 766940.9476750218 2960000.4762538057, 766926.808267609 2959967.70860281, 766921.1931213577 2959970.1314982297, 766918.515961366 2959963.9277704833, 766902.3280016051 2959970.9129927326, 766901.8237375321 2959969.744359902, 766899.2637032724 2959970.849016474, 766903.7351510217 2959981.211528558, 766906.1819965236 2959986.882120892, 766905.6098191888 2959991.032703141, 766907.7732006909 2959996.0464726267, 766911.23546411 2959998.619630227, 766916.2151129402 2960010.1593053094, 766916.3584853552 2960010.4919818016, 766916.4136033667 2960010.6196062258, 766922.114051283 2960011.69276681, 766927.2446184459 2960009.479188566, 766929.6803091009 2960006.2341163117)));BLDG;R;S;R
Buildings.720;MULTIPOLYGON (((766953.7147098621 2959996.4713405482, 766954.820022614 2959996.6606446374, 766956.7429190273 2959996.990368401, 766962.2347059416 2959994.6206224686, 766965.3869306162 2959990.107508134, 766959.9532144363 2959977.5153417215, 766960.60970919 2959973.804063051, 766958.2862230239 2959968.418903225, 766954.8341301975 2959966.042595645, 766953.8567699332 2959963.7778363912, 766948.0733169473 2959950.374976045, 766946.257703782 2959951.158439054, 766946.5483856051 2959951.831666052, 766929.8801118571 2959959.024236981, 766932.5569437759 2959965.227964732, 766926.808267609 2959967.70860281, 766940.9476750218 2960000.4762538057, 766951.2196361127 2959996.0438479814, 766953.7147098621 2959996.4713405482)));BLDG;R;S;R
Buildings.721;MULTIPOLYGON (((768488.362231107 2960015.8318661493, 768492.0515281862 2960015.1619199775, 768492.981316358 2960014.9929570537, 768492.6145191939 2960012.9736041436, 768501.5921915318 2960011.3430299736, 768498.7126041051 2959995.4867624794, 768505.0236151058 2959994.340767395, 768502.1663373553 2959978.6081872997, 768499.4373401856 2959963.5806583017, 768486.4885471901 2959965.93235963, 768479.2178924404 2959967.252895058, 768478.3491277696 2959967.4107031412, 768483.1516116117 2959993.8571725558, 768486.2851355218 2960011.109762722, 768486.8300819418 2960014.110084805, 768487.414726435 2960014.0037858016, 768487.7664317795 2960015.9401336447, 768488.362231107 2960015.8318661493)));BLDG;R;S;R
Buildings.722;MULTIPOLYGON (((768613.0768766841 2960013.436857803, 768612.787179112 2960011.621244639, 768612.6369169361 2960010.6793173803, 768609.2579866936 2959989.5035067224, 768608.8281975257 2959986.810270633, 768602.1989456875 2959987.8680113135, 768592.9545416104 2959989.3430739706, 768591.2265266923 2959978.5133712296, 768588.2235799447 2959959.693198888, 768584.9571822739 2959960.214195219, 768583.6894682813 2959952.2690011435, 768583.3548232783 2959950.170908224, 768565.5408825295 2959953.0134222154, 768566.9575463531 2959962.126592977, 768570.104521693 2959982.3742558896, 768572.5661309377 2959998.211494566, 768573.2934916918 2960002.890619054, 768573.6563518634 2960005.1645646375, 768575.5530016142 2960004.861743711, 768579.2692015314 2960004.2688971446, 768590.1497571921 2960002.533008231, 768592.4158287792 2960016.7334391507, 768613.0768766841 2960013.436857803)));BLDG;R;S;R
Buildings.723;MULTIPOLYGON (((768564.5940340309 2959953.1646686457, 768564.5917374352 2959953.1512172157, 768544.6573941133 2959956.3457646323, 768542.6331199409 2959956.6682705623, 768543.0524104395 2959959.2962180497, 768545.6760928631 2959975.7384423884, 768548.2279250341 2959991.732504888, 768550.5094165227 2960006.0300484765, 768550.5632221858 2960006.367646231, 768572.5516952729 2960002.843703135, 768571.856814771 2959998.5061133993, 768569.3249956968 2959982.7000426315, 768566.1156845238 2959962.6649777265, 768564.5940340309 2959953.1646686457)));BLDG;R;S;R
Buildings.724;MULTIPOLYGON (((769410.7340740277 2960015.2117886343, 769410.6979848588 2960014.9906604737, 769410.6103866115 2960014.453916142, 769407.8049460219 2959997.2495542294, 769406.4985182 2959989.238415385, 769406.4302768576 2959988.8224057285, 769405.9814588581 2959986.069786568, 769405.5182051973 2959983.2282568, 769403.6701117759 2959971.8959303927, 769401.7652599354 2959972.2066253056, 769401.3236597799 2959969.4979693177, 769398.9440713546 2959954.9051507236, 769397.306279362 2959955.172210558, 769384.5559767789 2959957.25160272, 769382.1845904446 2959957.638412978, 769381.655392022 2959957.7246988853, 769380.8328871127 2959957.8588849716, 769383.8479729433 2959976.347365044, 769385.7403576077 2959987.951016395, 769387.6816266937 2959999.855520138, 769390.7180379495 2960018.4755616467, 769410.7340740277 2960015.2117886343)));BLDG;R;S;R
Buildings.725;MULTIPOLYGON (((768531.7171312711 2960014.5119868927, 768530.8132616882 2960008.833192484, 768528.6426623604 2959995.187550472, 768528.435969861 2959993.889652804, 768533.5311040279 2959993.078958903, 768532.4254631837 2959986.129169644, 768529.8290116956 2959969.809648462, 768528.1718627829 2959959.393658802, 768518.3434703661 2959960.95730397, 768509.2690134355 2959962.400870635, 768510.7348897746 2959971.6157472264, 768514.3254337775 2959994.1826312235, 768512.6541772778 2959994.4487068024, 768513.8454478539 2960001.936224634, 768516.4848782712 2960018.524774141, 768517.6945215333 2960018.3321892302, 768521.9904446902 2960017.648791633, 768531.9635218531 2960016.061852552, 768531.7171312711 2960014.5119868927)));BLDG;R;S;R
Buildings.726;MULTIPOLYGON (((766719.2594701041 2960000.5074217333, 766718.6321747747 2959998.975600641, 766713.6590876139 2959986.835533052, 766706.3490628618 2959989.8299496407, 766701.4199388633 2959977.7961810506, 766708.5003052793 2959974.8955963138, 766704.0902091125 2959964.128557469, 766703.1158016032 2959961.7502813926, 766698.5915324396 2959963.6036241357, 766696.4386496098 2959964.4855121337, 766696.0157501834 2959963.4527058164, 766693.4918051074 2959964.486496389, 766649.825881945 2959982.372615467, 766647.3321205238 2959983.3942669765, 766645.3137518612 2959989.0464866506, 766647.8035762754 2959995.124886557, 766652.189722359 2959997.241352141, 766652.6211519401 2959998.2938434803, 766657.9935165199 2960011.409958966, 766657.7307217724 2960012.7698643873, 766657.0181247729 2960016.456208718, 766659.2763223654 2960021.9686649037, 766662.7730345278 2960023.811837062, 766662.8173257702 2960023.83513098, 766664.4272306863 2960024.6838825624, 766669.3497930339 2960022.66748239, 766712.9399289503 2960004.812203137, 766712.7739187792 2960004.4070202243, 766712.3378960188 2960003.3423898076, 766719.2594701041 2960000.5074217333)));BLDG;R;M;R
Buildings.727;MULTIPOLYGON (((766148.2261633596 2960022.547075808, 766150.4938753559 2960013.186202132, 766151.7514187696 2960007.995923797, 766152.8035820291 2960003.653084725, 766154.4702453633 2959996.7738333954, 766156.7379573588 2959987.412959724, 766157.1779171098 2959985.5980027327, 766111.8489395241 2959974.6163973934, 766111.9765639468 2959974.0898236516, 766110.7905426925 2959973.8024226474, 766107.4975702772 2959973.004852055, 766104.4296630337 2959975.6560934787, 766104.1566976896 2959975.8916573017, 766103.4628014418 2959976.491393646, 766101.9795366994 2959982.613756729, 766103.9116194395 2959987.4319885424, 766100.9834756867 2959999.5172662255, 766097.3889946935 2960002.7748056366, 766095.9464122804 2960008.7298462135, 766096.1885377786 2960009.6278103148, 766097.5389287766 2960014.638298974, 766102.2046018542 2960015.7685460574, 766102.5087351049 2960014.513299222, 766140.7501284492 2960023.7780444752, 766147.5299705289 2960025.420757731, 766148.2261633596 2960022.547075808)));BLDG;R;S;R
Buildings.728;MULTIPOLYGON (((766895.7384478595 2960023.28198248, 766897.2929066868 2960019.8318581395, 766898.0278133609 2960021.5336263967, 766906.4693975312 2960017.8886205563, 766905.6570631854 2960016.0077187945, 766910.0914375182 2960014.0930244797, 766909.8256900315 2960013.4772120556, 766909.6173571043 2960012.9949295553, 766898.82866478 2959988.009087145, 766896.843760611 2959983.4123115577, 766898.94841519 2959982.503848806, 766894.567518443 2959972.3581998013, 766885.2013954371 2959976.402483061, 766885.7128773638 2959977.5868638833, 766868.4143555334 2959985.0563371526, 766883.8874216985 2960020.8909111405, 766885.3523137723 2960024.283620893, 766885.9464726899 2960024.435851556, 766890.4172642668 2960025.579550051, 766895.7384478595 2960023.28198248)));BLDG;R;M;R
Buildings.729;MULTIPOLYGON (((769374.4421518584 2960021.2632857226, 769374.4024537818 2960021.0159108923, 769374.3496323529 2960020.6891398905, 769372.0231934495 2960006.219024468, 769370.0838928538 2959994.1593373106, 769377.4319752742 2959992.977909217, 769376.8765301856 2959989.52450406, 769374.9582269497 2959977.590472807, 769374.4139366914 2959974.212854893, 769372.8857245287 2959964.70171906, 769348.7998146883 2959968.574742816, 769351.2916076025 2959984.072743311, 769355.4126623581 2959983.4100149726, 769356.2984873645 2959988.918862221, 769344.9379457699 2959990.745302137, 769343.6452974386 2959990.95330697, 769343.9596012699 2959992.9090117193, 769345.227315276 2960000.792526139, 769346.8943066911 2960011.1593033043, 769348.58754477 2960021.690122141, 769348.7469932741 2960022.682574224, 769348.7489617756 2960022.692088647, 769349.2273072739 2960025.668460636, 769349.2955486049 2960026.0930004693, 769374.5655111964 2960022.029688392, 769374.4421518584 2960021.2632857226)));BLDG;R;S;R
Buildings.730;MULTIPOLYGON (((768762.3203446111 2960024.8023206433, 768762.074282109 2960023.3882814837, 768772.0778710267 2960021.6471432247, 768769.9909329406 2960009.6563535603, 768760.2547319377 2960011.351232044, 768759.7389849424 2960008.387327225, 768728.6819604487 2960012.714090222, 768727.2495486138 2960012.9135648874, 768727.3227111846 2960013.334167718, 768727.8177889438 2960016.176681732, 768725.2800643594 2960017.9388173153, 768726.7482372818 2960026.374824063, 768726.7935127784 2960026.634994142, 768729.3742162753 2960028.495226631, 768730.7623368672 2960029.495880812, 768730.8971791129 2960030.271797894, 768756.0332836951 2960025.8968066345, 768762.3203446111 2960024.8023206433)));BLDG;R;M;R
Buildings.731;MULTIPOLYGON (((768757.1116936076 2959993.2931973, 768756.1947006871 2959988.0248351363, 768755.9975226081 2959986.892619561, 768754.5552682724 2959978.604578385, 768754.4007410256 2959977.716784888, 768742.0920386025 2959979.8588409703, 768723.4204880293 2959983.1088344734, 768722.028758527 2959983.3509599674, 768722.3784953671 2959985.360798478, 768720.0658359379 2959986.7295621415, 768721.6245598646 2959995.685580969, 768724.5838715298 2959997.0041478816, 768724.8939102727 2959998.785312315, 768757.1116936076 2959993.2931973)));BLDG;R;M;R
Buildings.732;MULTIPOLYGON (((768759.7389849424 2960008.387327225, 768758.5001422771 2960001.2698873812, 768758.4076227715 2960000.737408145, 768757.4676640193 2959995.3368283925, 768757.1658273648 2959993.6048764675, 768757.1116936076 2959993.2931973, 768724.8939102727 2959998.785312315, 768725.2039490215 2960000.5668048086, 768722.6626155219 2960002.4696881394, 768724.1462083614 2960010.992965059, 768727.2495486138 2960012.9135648874, 768728.6819604487 2960012.714090222, 768759.7389849424 2960008.387327225)));BLDG;R;M;R
Buildings.733;MULTIPOLYGON (((769331.3349546051 2960028.7366959713, 769331.159430026 2960027.8413565527, 769331.1046401117 2960027.562485725, 769330.47668861 2960024.3626889717, 769328.6128471949 2960014.8620518125, 769328.165341526 2960012.580232228, 769327.4494636968 2960008.9312893897, 769326.3244659464 2960003.197705057, 769324.7499940268 2959995.171474402, 769323.2749313569 2959987.6524605546, 769321.977361768 2959981.0383005533, 769319.7496759434 2959981.4753075475, 769308.7142649437 2959983.64000138, 769308.5774541938 2959983.6669042306, 769308.9071779408 2959985.347018969, 769309.8582915214 2959990.1960906354, 769311.0065832 2959996.0500815595, 769309.7286986108 2959996.3004091377, 769302.4153930261 2959997.7351175514, 769298.2694039332 2959998.548764228, 769298.1621206842 2959998.569761556, 769298.0072653597 2959998.6002733116, 769298.184102281 2959999.503158647, 769301.2575869429 2960015.1684816484, 769301.7851449396 2960017.8577807215, 769300.6926274444 2960018.0720191463, 769302.9544339495 2960029.601195555, 769303.5791046018 2960032.785572387, 769306.2723406852 2960032.3931847224, 769331.3349546051 2960028.7366959713)));BLDG;R;S;R
